deviceid,station_id,feeder,district,substation,kva,ct,installation_type,latitude,longitude,mea_no,address,hv,lv,installation_date,manufacturer,genre,ct_high,ct_low,tap_changer
236200457,KTT0958,SL21,คลองเตย,NULL,750.0,1400/5,นั่งร้าน,13.723035566,100.52739896,2NN-0289,NULL,NULL,NULL,2022-02-13,NULL,TLM,1400,5,manual
236201620,KTT0329,NN418,คลองเตย,NULL,150.0,400/5,แขวนเสา,13.749497081,100.554294967,2DD-2036,NULL,NULL,NULL,2022-09-04,NULL,TLM,400,5,manual
236200258,KTT1326,SAM433,คลองเตย,NULL,500.0,800/5,uni-sub,13.745186,100.536691,NULL,NULL,NULL,NULL,2021-12-05,NULL,TLM,800,5,manual
SD38509,SD38509,SD38,วัดเลียบ,SD,500,1/1,แขวนเสา,13.7421862594775,100.503087550233,LL-1467,ถ.จักรวรรดิ  ตรงข้ามวิทยาลัยบพิตรพิมุข,12000,380,2021-10-17,ถิรไทย,Network Transformer,1,1,manual
SD24532,SD24532,SD24,วัดเลียบ,SD,500,1/1,แขวนเสา,13.7457738773267,100.5069231508,LL-1190,ถ.ยมราชสุขุม  ใกล้ ถ.มหาจักร,12000,380,1990-10-18,เจริญชัย,Network Transformer,1,1,manual
236201353,KTT0564,PK415,คลองเตย,NULL,500.0,800/5,นั่งร้าน,13.714453976,100.587270063,4LL-2605,NULL,NULL,NULL,2022-03-27,NULL,TLM,800,5,manual
236201150,BKT0305,BA435,บางกะปิ,NULL,225.0,800/5,แขวนเสา,13.72891948,100.6226827,4EE-7163,NULL,NULL,NULL,2021-11-18,NULL,TLM,800,5,manual
236200827,BKT1584,RH431,บางกะปิ,NULL,225.0,800/5,แขวนเสา,13.756868634,100.638272625,4EE-7295,NULL,NULL,NULL,2021-12-02,NULL,TLM,800,5,manual
BR12502,BR12502,BR12,วัดเลียบ,BR,500,1/1,แขวนเสา,13.7626044569341,100.504529094007,LL-1327,สี่แยกวิสุทธิกษัตริย์,12000,380,2020-08-29,เจริญชัย,Network Transformer,1,1,manual
236201481,KTT0056,EM423,คลองเตย,NULL,1000.0,1400/5,นั่งร้าน,13.717133009,100.581716362,0,NULL,NULL,NULL,2022-07-03,NULL,TLM,1400,5,manual
236200454,KTT1179,WB424,คลองเตย,NULL,750.0,1400/5,นั่งร้าน,13.74812311,100.525249051,2MM-0277,NULL,NULL,NULL,2021-12-12,NULL,TLM,1400,5,manual
WL24518,WL24518,WL24,วัดเลียบ,WL,500,1/1,แขวนเสา,13.7452242933328,100.497830019943,LL-1267,ถ.พาหุรัด  เยื้องธนาคารกรุงเทพ,12000,380,2020-05-15,ถิรไทย,Network Transformer,1,1,manual
236200535,KTT0416,PA426,คลองเตย,NULL,225.0,400/5,แขวนเสา,13.741488,100.560239,2EE-9881,NULL,NULL,NULL,2021-06-28,NULL,TLM,400,5,manual
236201105,BKT1593,RH431,บางกะปิ,NULL,225.0,800/5,แขวนเสา,13.760687,100.628773,4EE-2626,NULL,NULL,NULL,2021-12-10,NULL,TLM,800,5,manual
236201330,BKT2520,EM424,บางกะปิ,NULL,750.0,2000/5,นั่งร้าน,13.731897332,100.576182949,2MM-1275,NULL,NULL,NULL,2022-08-07,NULL,TLM,2000,5,manual
236201074,KTT1126,SY22,คลองเตย,NULL,500.0,800/5,นั่งร้าน,13.732597362,100.523872521,2LL-0545,NULL,NULL,NULL,2022-03-05,NULL,TLM,800,5,manual
WL13505,WL13505,WL13,วัดเลียบ,WL,500,1/1,แขวนเสา,13.7496151286309,100.498728322465,LL-1347,ถ.ราชบพิธ  หน้าองค์การค้าคุรุสภา,12000,380,2020-02-23,ถิรไทย,Network Transformer,1,1,manual
236200028,KTT1104,SY15,คลองเตย,NULL,500.0,800/5,นั่งร้าน,13.729355227,100.522798499,2LL-4373,NULL,NULL,NULL,2022-03-13,NULL,TLM,800,5,manual
236201160,BKT0233,RH415,บางกะปิ,NULL,225.0,800/5,แขวนเสา,13.761629674,100.622889912,2EE-2606,NULL,NULL,NULL,2021-11-24,NULL,TLM,800,5,manual
236200706,KTT1040,SWG13,คลองเตย,NULL,750.0,1400/5,นั่งร้าน,13.721705274,100.514982623,2MM-0415,NULL,NULL,NULL,2022-02-20,NULL,TLM,1400,5,manual
236200547,KTT0242,LN434,คลองเตย,NULL,225.0,400/5,แขวนเสา,13.737705,100.550686,2EE-1426,NULL,NULL,NULL,2021-08-19,NULL,TLM,400,5,manual
236201616,KTT0963,SL26,คลองเตย,NULL,750.0,1400/5,"uni-sub,นั่งร้าน",13.724001824,100.52325682,2MM-9020,NULL,NULL,NULL,2022-08-06,NULL,TLM,1400,5,manual
SD41503,SD41503,SD44,วัดเลียบ,SD,500,1/1,แขวนเสา,13.7535128727534,100.51014886979,LL-878,ศูนย์การค้าวรจักร  ข้าง บ.ไทยบำรุง,12000,380,1981-06-25,MITSUBISHI,Network Transformer,1,1,manual
WL24523,WL24523,WL24,วัดเลียบ,WL,500,1/1,แขวนเสา,13.7444406675023,100.500011647894,LL-1351,ถ.จักรเพชร ตลาดพาหุรัด(อาคาร B),12000,380,NULL,NULL,Network Transformer,1,1,manual
236200142,KTT0141,KT423,คลองเตย,NULL,225.0,400/5,แขวนเสา,13.721267,100.545989,0,NULL,NULL,NULL,2021-06-11,NULL,TLM,400,5,manual
236201256,KTT1147,WB11,คลองเตย,NULL,50.0,200/5,แขวนเสา,13.74891797,100.536770385,D-5244,NULL,NULL,NULL,2022-08-24,NULL,TLM,200,5,manual
236201564,BKT2619,RPR42,บางกะปิ,NULL,500.0,800/5,นั่งร้าน,13.752275,100.543744,2LL-3908,NULL,NULL,NULL,2022-07-30,NULL,TLM,800,5,manual
236200345,BKT0621,SG413,บางกะปิ,NULL,225.0,800/5,แขวนเสา,13.714450689,100.609162578,2EE-2650,NULL,NULL,NULL,2021-11-16,NULL,TLM,800,5,manual
236200821,BKT0366,PTN42,บางกะปิ,NULL,225.0,800/5,นั่งร้าน,13.736600948,100.638906687,2EE-6386,NULL,NULL,NULL,2021-12-08,NULL,TLM,800,5,manual
236201541,BKT1403,PA418,บางกะปิ,NULL,300.0,800/5,นั่งร้าน,13.744032982,100.570349966,4JJ-7844,NULL,NULL,NULL,2022-08-27,NULL,TLM,800,5,manual
236201573,BKT1411,PA424,บางกะปิ,NULL,750.0,1400/5,นั่งร้าน,13.740330361,100.566753784,4MM-292,NULL,NULL,NULL,2022-08-13,NULL,TLM,1400,5,manual
236201062,BKT1940,RPR41,บางกะปิ,NULL,150.0,400/5,แขวนเสา,13.749974,100.541832,4DD-6350,NULL,NULL,NULL,2021-11-08,NULL,TLM,400,5,manual
236201013,KTT0314,NN418,คลองเตย,NULL,500.0,800/5,นั่งร้าน,13.744622837,100.54923693,2LL-4662,NULL,NULL,NULL,2021-12-04,NULL,TLM,800,5,manual
236201544,KTT0187,LN15,คลองเตย,NULL,1000.0,1400/5,นั่งร้าน,13.729802762,100.533698051,2NN-314,ไม่มีKTT ,2nn-314,1000,2022-07-10,NULL,TLM,1400,5,manual
236201328,BKT2612,SV422,บางกะปิ,NULL,1000.0,2000/5,นั่งร้าน,13.752357,100.565274,2NN-0272,NULL,NULL,NULL,2022-07-31,NULL,TLM,2000,5,manual
236201526,BKT1399,SV422,บางกะปิ,NULL,500.0,800/5,นั่งร้าน,13.747922851,100.57126241,2LL-1709,NULL,NULL,NULL,2022-08-28,NULL,TLM,800,5,manual
236200512,KTT0970,SRK21,คลองเตย,NULL,500.0,800/5,นั่งร้าน,13.7212080133465,100.519568117886,2LL-6046,NULL,NULL,NULL,2024-06-09,NULL,TLM,800,5,manual
236200216,BKT1058,PA418,บางกะปิ,NULL,750.0,1400/5,นั่งร้าน,13.7375716095934,100.567719560617,2MM-0348,NULL,NULL,NULL,2024-07-10,NULL,TLM,1400,5,manual
WL22518,WL22518,WL22,วัดเลียบ,WL,500,1/1,แขวนเสา,13.7526425909229,100.499823187081,LL-1400,ถ.นาวา  ใกล้โบสถ์พราหมณ์,12000,380,2020-12-10,เจริญชัย,Network Transformer,1,1,manual
236200684,BKT2542,PPL42,บางกะปิ,NULL,225.0,400/5,แขวนเสา,13.758554,100.596355,4EE-6118,NULL,NULL,NULL,2021-10-28,NULL,TLM,400,5,manual
236200398,KTT0068,EM427,คลองเตย,NULL,225.0,400/5,แขวนเสา,13.712945,100.59037,2EE-4441,NULL,NULL,NULL,2021-08-21,NULL,TLM,400,5,manual
236200883,BKT2309,BA412,บางกะปิ,NULL,225.0,400/5,แขวนเสา,13.725349,100.609574,2EE-4325,NULL,NULL,NULL,2021-11-10,NULL,TLM,400,5,manual
SD14506,SD14506,SD14,วัดเลียบ,SD,500,1/1,แขวนเสา,13.7483456935245,100.513537502713,LL-1405,ถ.พลับพลาไชย  ใกล้ ซ.เฉลิมเขตต์ 3,12000,380,2020-11-30,เจริญชัย,Network Transformer,1,1,manual
SD33522,SD33522,SD33,วัดเลียบ,SD,500,1/1,แขวนเสา,13.7388494740144,100.514369376456,LL-1217,ถ.พระราม 4 ปากตรอกรามไมตรี (ตรงข้ามศาลเจ้าเห้งเจีย),12000,380,1990-10-18,เจริญชัย,Network Transformer,1,1,manual
236201367,KTT1329,PM431,คลองเตย,NULL,1000.0,1400/5,"uni-sub,นั่งร้าน",13.743917,100.532165,NULL,NULL,NULL,NULL,2022-06-08,NULL,TLM,1400,5,manual
236201329,BKT0823,PPG42,บางกะปิ,NULL,750.0,2000/5,นั่งร้าน,13.730365624,100.57043343,4MM-1029,NULL,NULL,NULL,2022-08-29,NULL,TLM,2000,5,manual
236201039,KTT0913,SAM21,คลองเตย,NULL,500.0,800/5,นั่งร้าน,13.747480415,100.520585149,2LL-5885,NULL,NULL,NULL,2021-12-12,NULL,TLM,800,5,manual
236200906,BKT1133,BA413,บางกะปิ,NULL,225.0,400/5,แขวนเสา,13.714232437,100.596880848,4EE-4666,NULL,NULL,NULL,2021-09-10,NULL,TLM,400,5,manual
236201604,BKT2229,PK424,บางกะปิ,NULL,500.0,2000/5,นั่งร้าน,13.717623666,100.592252781,2LL-3410,NULL,NULL,NULL,2022-09-04,NULL,TLM,2000,5,manual
236200129,KTT0771,SA412,คลองเตย,NULL,225.0,400/5,แขวนเสา,13.72114,100.565282,2EE-5147,NULL,NULL,NULL,2021-06-12,NULL,TLM,400,5,manual
236200203,KTT1196,YK415,คลองเตย,NULL,500.0,800/5,นั่งร้าน,13.719670392,100.542659408,4LL-0762,KTT0906,NULL,เปลี่ยนเป็น KTT 0906,2022-12-28,NULL,TLM,800,5,manual
236200733,KTT0868,SAM13,คลองเตย,NULL,500.0,800/5,นั่งร้าน,13.731900153,100.51554574,2LL-4306,NULL,NULL,NULL,2022-02-27,NULL,TLM,800,5,manual
236201365,KTT0297,NN415,คลองเตย,NULL,500.0,1400/5,นั่งร้าน,13.736066489,100.5553152,2LL-3663,NULL,NULL,NULL,2022-05-28,NULL,TLM,1400,5,manual
236201195,BKT0363,PTN42,บางกะปิ,NULL,225.0,800/5,แขวนเสา,13.738880725,100.63001454,2EE-9488,NULL,NULL,NULL,2021-11-23,NULL,TLM,800,5,manual
236200551,KTT0041,EM413,คลองเตย,NULL,225.0,400/5,แขวนเสา,13.720958,100.576384,4EE-6552,NULL,NULL,NULL,2021-08-20,NULL,TLM,400,5,manual
236201230,KTT0741,SA411,คลองเตย,NULL,500.0,1400/5,นั่งร้าน,13.724865548,100.576211311,2LL-2208,NULL,NULL,NULL,2022-04-02,NULL,TLM,1400,5,manual
236200327,KTT1228,NS436,คลองเตย,NULL,500.0,800/5,นั่งร้าน,13.71485301,100.5471921,2LL-4619,NULL,NULL,NULL,2021-10-10,NULL,TLM,800,5,manual
SD25509,SD25509,SD25,วัดเลียบ,SD,500,1/1,แขวนเสา,13.7414453918165,100.506226315127,LL-1522,ถ.ราชวงศ์  ใกล้ ซ.วานิช 1,12000,380,2022-05-23,เอกรัฐ,Network Transformer,1,1,manual
236201394,KTT0497,PI435,คลองเตย,NULL,1000.0,1400/5,นั่งร้าน,13.745161563,100.553913315,4NN-096,NULL,NULL,NULL,2022-06-12,NULL,TLM,1400,5,manual
236201437,KTT1009,SU18,คลองเตย,NULL,500.0,1400/5,"uni-sub,นั่งร้าน",13.72699,100.530801,LL-1123,NULL,NULL,NULL,2022-06-08,NULL,TLM,1400,5,manual
SD42512,SD42512,SD42,วัดเลียบ,SD,500,1/1,แขวนเสา,13.7363539551066,100.511607414597,LL-108,ถ.ทรงวาด  ใกล้เชียงกง ตรงข้ามซอยภานุรังษี,12000,380,1966-11-11,Torishima,Network Transformer,1,1,manual
236200841,BKT0235,PTN41,บางกะปิ,NULL,225.0,800/5,แขวนเสา,13.741114,100.633669,2EE-6704,NULL,NULL,NULL,2021-12-08,NULL,TLM,800,5,manual
236201237,KTT0043,EM413,คลองเตย,NULL,500.0,1400/5,นั่งร้าน,13.716750195,100.576168374,2LL-3260,NULL,NULL,NULL,2022-04-03,NULL,TLM,1400,5,manual
WL14518,WL14518,NULL,วัดเลียบ,WL,NULL,1/1,NULL,13.7559284399435,100.501382674225,LL-1378,ข้างอู่เบนซ์  ราชดำเนินกลาง,NULL,NULL,NULL,NULL,Network Transformer,1,1,manual
236201428,KTT0016,CL427,คลองเตย,NULL,500.0,1400/5,นั่งร้าน,13.742172051,100.545146817,2LL-0049,NULL,NULL,NULL,2022-05-14,NULL,TLM,1400,5,manual
SD42505,SD42505,SD42,วัดเลียบ,SD,500,1/1,แขวนเสา,13.7435281562325,100.505932656873,LL-1277,ถ.เยาวราช  คลองถม ขวามือก่อนถึงแยกถนนมหาจักร,12000,380,2005-09-27,ไทยทราโฟ,Network Transformer,1,1,manual
236200499,KTT0240,LN434,คลองเตย,NULL,225.0,400/5,แขวนเสา,13.738615,100.55009,2EE-8574,NULL,NULL,NULL,2021-08-19,NULL,TLM,400,5,manual
236201037,KTT1181,WB424,คลองเตย,NULL,300.0,800/5,นั่งร้าน,13.748031326,100.528487119,2JJ-0912,NULL,NULL,NULL,2021-12-05,NULL,TLM,800,5,manual
236201036,BKT2526,PPL42,บางกะปิ,NULL,75.0,200/5,แขวนเสา,13.748776,100.602519,2ZZ-1888,NULL,NULL,NULL,2021-12-23,NULL,TLM,200,5,manual
236201596,KTT1005,SU15,คลองเตย,NULL,750.0,2000/5,"uni-sub,นั่งร้าน",13.723470547,100.520628942,LL-1132,NULL,NULL,NULL,2022-08-27,NULL,TLM,2000,5,manual
236201610,KTT0015,CL427,คลองเตย,NULL,500.0,1400/5,นั่งร้าน,13.739261865,100.544639426,4LL-2663,NULL,NULL,NULL,2022-05-14,NULL,TLM,1400,5,manual
236201161,KTT0490,PI435,คลองเตย,NULL,750.0,800/5,นั่งร้าน,13.740896168,100.551876849,4MM-0849,NULL,NULL,NULL,2021-11-28,NULL,TLM,800,5,manual
236200219,KTT1022,SU24,คลองเตย,NULL,225.0,400/5,แขวนเสา,13.725593,100.521006,2EE-6370,NULL,NULL,NULL,2021-08-23,NULL,TLM,400,5,manual
236200479,KTT0627,PK422,คลองเตย,NULL,150.0,400/5,แขวนเสา,13.711445,100.577778,2DD-6276,NULL,NULL,NULL,2021-06-24,NULL,TLM,400,5,manual
236200579,KTT0273,LN447,คลองเตย,NULL,150.0,400/5,แขวนเสา,13.742501,100.53974,2DD-8702,NULL,NULL,NULL,2021-08-23,NULL,TLM,400,5,manual
SD22527,SD22527,SD22,วัดเลียบ,SD,500,1/1,แขวนเสา,13.7342400234981,100.514998104238,LL-0833,กลางศูนย์การค้าโชฎึก,12000,380,1984-06-05,MITSUBISHI,Network Transformer,1,1,manual
236201582,BKT2197,PA418,บางกะปิ,NULL,750.0,2000/5,นั่งร้าน,13.745060617,100.571357317,2MM-1403,NULL,NULL,NULL,2022-08-30,NULL,TLM,2000,5,manual
236201226,KTT0808,SA422,คลองเตย,NULL,500.0,1400/5,นั่งร้าน,13.722014567,100.56190823,2LL-0009,NULL,NULL,NULL,2022-04-24,NULL,TLM,1400,5,manual
236200978,BKT1952,BA432,บางกะปิ,NULL,225.0,400/5,แขวนเสา,13.726519235,100.602801345,4EE-1009,NULL,NULL,NULL,2021-09-15,NULL,TLM,400,5,manual
SD22505,SD22505,SD22,วัดเลียบ,SD,500,1/1,แขวนเสา,13.740683841013,100.514150568533,LL-1497,ถ.ไมตรีจิตต์  ใกล้ ซ.พันธจิตต์,12000,380,2022-04-12,เอกรัฐ,Network Transformer,1,1,manual
236200917,BKT0686,SV425,บางกะปิ,NULL,225.0,400/5,แขวนเสา,13.740309858,100.599689464,2EE-1573,NULL,NULL,NULL,2021-09-14,NULL,TLM,400,5,manual
236201638,KTT1267,YK433,คลองเตย,NULL,1000.0,2000/5,นั่งร้าน,13.720478,100.537872,2NN-0613,NULL,NULL,NULL,2022-07-28,NULL,TLM,2000,5,manual
236201674,BKT1062,PA413,บางกะปิ,NULL,500.0,800/5,นั่งร้าน,13.730309679,100.57199883,4LL-2328,NULL,NULL,NULL,2022-08-07,NULL,TLM,800,5,manual
236200106,MBT1235,RT416,มีนบุรี,NULL,500.0,400/5,นั่งร้าน,13.84116201,100.6822464,4LL-4633,NULL,NULL,NULL,2021-11-09,NULL,TLM,400,5,oltc
236200351,BKT0189,RH421,บางกะปิ,NULL,225.0,800/5,แขวนเสา,13.761284845,100.631970981,2EE-4188,NULL,NULL,NULL,2021-11-24,NULL,TLM,800,5,manual
236201474,KTT0313,NN416,คลองเตย,NULL,1000.0,1400/5,นั่งร้าน,13.74054142,100.549416579,2NN-0751,NULL,NULL,NULL,2022-06-26,NULL,TLM,1400,5,manual
236200208,KTT0340,NN422,คลองเตย,NULL,300.0,800/5,แขวนเสา,13.7416048,100.555992,4JJ-3514,NULL,NULL,NULL,2021-08-26,NULL,TLM,800,5,manual
SD38506,SD38506,SD38,วัดเลียบ,SD,500,1/1,แขวนเสา,13.7444457231332,100.503595261938,LL-1313,ถ.เยาวราช  ใกล้ ถ.บริพัตร,12000,380,2017-01-20,มหานครโลหะกิจ,Network Transformer,1,1,manual
236200816,KTT0330,NN418,คลองเตย,NULL,500.0,800/5,นั่งร้าน,13.746969207,100.548505954,2LL-4607,NULL,NULL,NULL,2021-12-04,NULL,TLM,800,5,manual
SD11525,SD11525,SD11,วัดเลียบ,SD,500,1/1,แขวนเสา,13.7407129519495,100.50420288139,LL-1489,ถ.อนุวงศ์  อยู่ในซอยเลยธนาคารนครหลวงไทย,12000,380,2022-02-28,เอกรัฐ,Network Transformer,1,1,manual
WL15505,WL15505,WL15,วัดเลียบ,WL,500,1/1,แขวนเสา,13.7445361911417,100.501423899954,LL-1383,ถ.พาหุรัด  หน้าศูนย์การค้าพาหุรัด,12000,380,2020-09-21,เจริญชัย,Network Transformer,1,1,manual
236200441,KTT1135,SY24,คลองเตย,NULL,750.0,1400/5,นั่งร้าน,13.725411167,100.519255075,2MM-1230,NULL,NULL,NULL,2021-12-19,NULL,TLM,1400,5,manual
236200834,BKT0125,RH411,บางกะปิ,NULL,225.0,800/5,แขวนเสา,13.751414,100.641442,2EE-6128,NULL,NULL,NULL,2021-12-01,NULL,TLM,800,5,manual
236201449,KTT0489,PI435,คลองเตย,NULL,500.0,1400/5,นั่งร้าน,13.736830159,100.55698808,2LL-2485,NULL,NULL,NULL,2022-06-07,NULL,TLM,1400,5,manual
236200750,KTT1233,NS436,คลองเตย,NULL,300.0,800/5,นั่งร้าน,13.717540806,100.551335714,2JJ-440,NULL,NULL,NULL,2022-01-30,NULL,TLM,800,5,manual
236201081,BKT2061,EM414,บางกะปิ,NULL,150.0,400/5,แขวนเสา,13.738789,100.576752,2DD-3230,NULL,NULL,NULL,2021-10-30,NULL,TLM,400,5,manual
236201528,BKT2198,PA418,บางกะปิ,NULL,500.0,800/5,นั่งร้าน,13.742487606,100.571540205,2LL-2023,NULL,NULL,NULL,2022-08-27,NULL,TLM,800,5,manual
WL11543,WL11543,WL11,วัดเลียบ,WL,500,1/1,แขวนเสา,13.7454245750443,100.496005589275,LL-1455,ถ.พระพิพิธ ข้างโรงเรียนวัดราชบพิตร,NULL,380,2021-06-14,ถิรไทย,Network Transformer,1,1,manual
236200238,KTT0493,PI435,คลองเตย,NULL,225.0,400/5,แขวนเสา,13.735877,100.558628,2EE-2149,NULL,NULL,NULL,2021-08-17,NULL,TLM,400,5,manual
SD33516,SD33516,SD33,วัดเลียบ,SD,500,1/1,แขวนเสา,13.7410160047317,100.511610132151,LL-1432,ถ.เจริญกรุง  เยื้อง ซ.ผดุงด้าว,12000,380,2021-02-22,ถิรไทย,Network Transformer,1,1,manual
236200325,KTT0053,EM423,คลองเตย,NULL,300.0,800/5,นั่งร้าน,13.714599,100.583913,2JJ-773,NULL,NULL,NULL,2021-10-09,NULL,TLM,800,5,manual
236201223,KTT0931,SAM43,คลองเตย,NULL,500.0,1400/5,"uni-sub,นั่งร้าน",13.739077493,100.529887408, ,NULL,NULL,NULL,2022-06-04,NULL,TLM,1400,5,manual
236201552,KTT0048,EM418,คลองเตย,NULL,300.0,1400/5,นั่งร้าน,13.719233079,100.58274228,0,NULL,NULL,NULL,2022-07-03,NULL,TLM,1400,5,manual
236200700,BKT2594,MS411,บางกะปิ,NULL,225.0,400/5,แขวนเสา,13.761623,100.542571,4EE-2562,NULL,NULL,NULL,2021-09-08,NULL,TLM,400,5,manual
236200974,BKT1174,BA413,บางกะปิ,NULL,225.0,400/5,แขวนเสา,13.729433953,100.597980685,4EE-6818,NULL,NULL,NULL,2021-09-15,NULL,TLM,400,5,manual
236200199,KTT0390,NS414,คลองเตย,NULL,225.0,400/5,แขวนเสา,13.701187,100.545828,2EE-2457,NULL,NULL,NULL,2021-06-19,NULL,TLM,400,5,manual
BR11510,BR11510,BR11,วัดเลียบ,BR,500,1/1,แขวนเสา,13.7596558357372,100.508134791822,LL-1172,ถ.จักรพรรดิพงษ์  ข้างกระทรวงคมนาคม,12000,380,1999-11-18,เจริญชัย,Network Transformer,1,1,manual
236200005,KTT0124,KT423,คลองเตย,NULL,500.0,800/5,นั่งร้าน,13.72053785,100.547648025,2LL-5155,NULL,NULL,NULL,2022-02-05,NULL,TLM,800,5,manual
236201140,BKT0422,PTN41,บางกะปิ,NULL,225.0,800/5,แขวนเสา,13.719718415,100.617721299,2EE-2407,NULL,NULL,NULL,2021-11-07,NULL,TLM,800,5,manual
236200420,KTT0499,PI435,คลองเตย,NULL,750.0,1400/5,นั่งร้าน,13.74487221,100.5530377,2MM-0974,NULL,NULL,NULL,2021-11-21,NULL,TLM,1400,5,manual
236201651,KTT0778,SA412,คลองเตย,NULL,750.0,1400/5,นั่งร้าน,13.7288517404973,100.561193044454,4MM-0992,NULL,NULL,NULL,2024-05-18,NULL,TLM,1400,5,manual
236201094,BKT2494,EM421,บางกะปิ,NULL,225.0,400/5,แขวนเสา,13.725835,100.579827,4EE-8456,NULL,NULL,NULL,2021-11-02,NULL,TLM,400,5,manual
236200289,KTT0582,PK416,คลองเตย,NULL,500.0,800/5,นั่งร้าน,13.712046091,100.59080492,2LL-5767,NULL,NULL,NULL,2022-01-15,NULL,TLM,800,5,manual
WL23521,WL23521,WL23,วัดเลียบ,WL,500,1/1,แขวนเสา,13.7470450520055,100.497571110504,LL-1159,ถ.บ้านหม้อ  สี่กั๊กพระยาศรี,12000,380,2020-05-27,ถิรไทย,Network Transformer,1,1,manual
236200899,BKT1366,PA418,บางกะปิ,NULL,225.0,400/5,แขวนเสา,13.743423,100.57174,4EE-9343,NULL,NULL,NULL,2021-10-01,NULL,TLM,400,5,manual
BR14504,BR14504,BR14,วัดเลียบ,BR,500,1/1,แขวนเสา,13.7633222191951,100.496685159368,LL-1286,ถ.พระสุเมรุ  ตรงข้ามตรอกไก่แจ้,12000,380,2008-09-18,เจริญชัย,Network Transformer,1,1,manual
236200170,KTT0108,KT414,คลองเตย,NULL,225.0,400/5,แขวนเสา,13.717012,100.553722,4EE-6473,NULL,NULL,NULL,2021-06-10,NULL,TLM,400,5,manual
236201346,BKT1353,SV422,บางกะปิ,NULL,500.0,1400/5,นั่งร้าน,13.743100543,100.572529691,2LL-5669,NULL,NULL,NULL,2022-08-30,NULL,TLM,1400,5,manual
SD21504,SD21504,SD21,วัดเลียบ,SD,500,1/1,แขวนเสา,13.7408763252188,100.505768533951,LL-1197,ถ.ราชวงศ์  หน้าอาคารศรีกรุง,12000,380,2015-04-14,เอกรัฐ,Network Transformer,1,1,manual
236201086,BKT2010,SG416,บางกะปิ,NULL,225.0,800/5,แขวนเสา,13.709105543,100.620073875,2EE-8347,NULL,NULL,NULL,2021-12-15,NULL,TLM,800,5,manual
236200276,KTT0482,PI435,คลองเตย,NULL,500.0,800/5,นั่งร้าน,13.737868736,100.558110811,2LL-5905,NULL,NULL,NULL,2021-11-07,NULL,TLM,800,5,manual
236201141,BKT0388,PTN41,บางกะปิ,NULL,300.0,800/5,แขวนเสา,13.715279086,100.610722634,2JJ-4898,NULL,NULL,NULL,2021-11-16,NULL,TLM,800,5,manual
236201598,BKT1051,PA413,บางกะปิ,NULL,750.0,1400/5,นั่งร้าน,13.731602,100.56884,4MM-0628,NULL,NULL,NULL,2022-08-07,NULL,TLM,1400,5,manual
236200624,BKT1240,SV418,บางกะปิ,NULL,225.0,400/5,แขวนเสา,13.723390662,100.586852916,4EE-8922,NULL,NULL,NULL,2021-09-22,NULL,TLM,400,5,manual
236200504,KTT0474,PI428,คลองเตย,NULL,150.0,400/5,แขวนเสา,13.735192,100.561202,4DD-6859,NULL,NULL,NULL,2021-08-17,NULL,TLM,400,5,manual
236201458,KTT1120,SY22,คลองเตย,NULL,500.0,800/5,นั่งร้าน,13.729493274,100.526702793,2LL-2508,NULL,NULL,NULL,2022-03-12,NULL,TLM,800,5,manual
236201531,BKT1082,PA418,บางกะปิ,NULL,500.0,800/5,นั่งร้าน,13.738517,100.568083,4LL-2439,NULL,NULL,NULL,2022-08-20,NULL,TLM,800,5,manual
236200676,BKT2056,EM414,บางกะปิ,NULL,225.0,400/5,แขวนเสา,13.741636694,100.576068839,2EE-9485,NULL,NULL,NULL,2021-09-25,NULL,TLM,400,5,manual
236201666,KTT0539,PI436,คลองเตย,NULL,300.0,800/5,นั่งร้าน,13.713167132,100.569447939,2JJ-3023,NULL,NULL,NULL,2022-05-29,NULL,TLM,800,5,manual
236201426,KTT0488,PI435,คลองเตย,NULL,1000.0,1400/5,นั่งร้าน,13.736652522,100.557960368,4NN-0088,NULL,NULL,NULL,2022-05-08,NULL,TLM,1400,5,manual
236201201,KTT0830,SA424,คลองเตย,NULL,500.0,800/5,นั่งร้าน,13.7245877992486,100.57224341034,4LL-3947,NULL,NULL,NULL,2024-05-28,NULL,TLM,800,5,manual
236200695,BKT1619,RPR41,บางกะปิ,NULL,225.0,400/5,แขวนเสา,13.749757,100.547738,2EE-4860,NULL,NULL,NULL,2021-10-26,NULL,TLM,400,5,manual
SD21501,SD21501,SD21,วัดเลียบ,SD,500,1/1,แขวนเสา,13.7486311361067,100.505605574515,LL-1495,ถ.หลวง  ใกล้ ซ.บ้านบาตร,12000,380,2022-03-26,เอกรัฐ,Network Transformer,1,1,manual
236201443,KTT0717,PM433,คลองเตย,NULL,500.0,1400/5,นั่งร้าน,13.741022509,100.532812156,4LL-3839,NULL,NULL,NULL,2022-06-04,NULL,TLM,1400,5,manual
236200436,KTT0495,PI435,คลองเตย,NULL,1000.0,1400/5,นั่งร้าน,13.74377581,100.5536117,2NN-0673,NULL,NULL,NULL,2021-11-07,NULL,TLM,1400,5,manual
BR11519,BR11519,BR11,วัดเลียบ,BR,500,1/1,แขวนเสา,13.7642127619698,100.500047378888,LL-1248,ถ.สามเสน  ในซอยสามเสน 6,12000,380,1973-09-21,เจริญชัย,Network Transformer,1,1,manual
